frequent-itemsets,	support
['shopping bags', 'pip fruit'],	0.009354346720894764
['soda', 'white bread'],	0.010269445856634469
['coffee', 'bottled water'],	0.007320793085917641
['napkins', 'pork'],	0.005185561769191663
['newspapers', 'pork'],	0.0066090493136756485
['yogurt', 'salty snack'],	0.0062023385866802234
['shopping bags', 'white bread'],	0.007422470767666497
['frozen vegetables', 'tropical fruit'],	0.008744280630401627
['shopping bags', 'hygiene articles'],	0.005185561769191663
['shopping bags', 'domestic eggs'],	0.009049313675648195
['yogurt', 'hard cheese'],	0.006405693950177936
['domestic eggs', 'pork'],	0.005592272496187087
['pork', 'bottled water'],	0.007422470767666497
['yogurt', 'meat'],	0.0052872394509405184
['newspapers', 'root vegetables'],	0.011489578037620742
['long life bakery product', 'soda'],	0.007625826131164209
['newspapers', 'pip fruit'],	0.006710726995424504
['yogurt', 'UHT-milk'],	0.007422470767666497
['fruit/vegetable juice', 'beef'],	0.005083884087442806
['other vegetables', 'processed cheese'],	0.005490594814438231
['grapes', 'tropical fruit'],	0.006100660904931368
['long life bakery product', 'tropical fruit'],	0.00630401626842908
['salty snack', 'pastry'],	0.005185561769191663
['citrus fruit', 'bottled beer'],	0.006100660904931368
['coffee', 'frankfurter'],	0.005083884087442806
['chocolate', 'root vegetables'],	0.006405693950177936
['soda', 'margarine'],	0.010167768174885612
['pork', 'bottled beer'],	0.005185561769191663
['domestic eggs', 'chicken'],	0.0062023385866802234
['pork', 'chicken'],	0.005795627859684799
['frozen vegetables', 'chicken'],	0.006710726995424504
['soda', 'ice cream'],	0.006100660904931368
['newspapers', 'whipped/sour cream'],	0.007219115404168785
['chewing gum', 'whole milk'],	0.005083884087442806
['rolls/buns', 'specialty chocolate'],	0.005592272496187087
['rolls/buns', 'white bread'],	0.006507371631926792
['chocolate', 'pastry'],	0.008032536858159633
['salty snack', 'whipped/sour cream'],	0.005185561769191663
['chocolate', 'fruit/vegetable juice'],	0.00681240467717336
['chocolate', 'butter'],	0.0062023385866802234
['dessert', 'tropical fruit'],	0.00630401626842908
['fruit/vegetable juice', 'dessert'],	0.005998983223182512
['pastry', 'dessert'],	0.005388917132689374
['yogurt', 'cat food'],	0.0062023385866802234
total:605
